,carat,cut,color,clarity,depth,table,x,y,z,price,carat_bin
23587,0.4,Ideal,E,VVS2,61.5,55.0,4.79,4.77,2.94,1056,Small
23588,1.09,Ideal,H,SI1,62.4,55.0,6.68,6.59,4.14,4871,Extra Large
23589,0.58,Premium,D,SI1,60.2,58.0,5.46,5.37,3.26,1879,Medium
23590,1.1,Very Good,E,VS2,61.9,55.0,6.61,6.67,4.11,6776,Extra Large
23591,0.71,Fair,D,SI1,65.1,59.0,5.59,5.56,3.63,2352,Large
23592,1.02,Ideal,I,SI1,61.9,55.0,6.43,6.46,3.99,3983,Large
23593,0.9,Ideal,I,SI1,62.3,57.0,6.12,6.15,3.82,3455,Large
23594,1.05,Premium,J,VS2,59.4,62.0,6.66,6.58,3.93,3593,Large
23595,1.5,Ideal,I,VS1,62.0,53.0,7.4,7.35,4.57,9618,Extra Large
23596,1.6,Premium,H,SI1,62.1,60.0,7.54,7.49,4.66,9017,Extra Large
23597,1.0,Very Good,H,SI2,63.7,58.0,6.31,6.35,4.03,4395,Large
23598,1.0,Very Good,H,SI2,62.456988082340196,58.0,6.27,6.36,3.95,4042,Large
23599,0.32,Ideal,D,SI1,61.3,55.0,4.39,4.42,2.7,589,Small
23600,1.07,Very Good,H,SI1,62.3,57.0,6.53,6.64,4.1,5752,Extra Large
23601,0.38,Ideal,F,SI2,62.0,55.0,4.67,4.69,2.9,568,Small
23602,0.31,Ideal,D,VS2,61.9,56.0,4.38,4.37,2.71,942,Small
23603,0.37,Very Good,G,IF,61.8,56.0,4.6,4.64,2.85,1003,Small
23604,2.03,Ideal,I,VS2,59.9,60.0,8.17,8.27,4.92,15826,Extra Large
23605,0.33,Ideal,E,VVS2,61.8,56.0,4.44,4.46,2.75,891,Small
23606,0.71,Ideal,F,VVS2,61.6,54.0,5.76,5.79,3.56,4167,Large
23607,1.24,Very Good,J,VS1,59.1,62.0,7.06,7.04,4.17,5427,Extra Large
23608,0.59,Ideal,F,VVS2,62.0,54.0,5.36,5.38,3.33,2679,Medium
23609,0.72,Premium,J,VS2,61.7,58.0,5.67,5.77,3.53,1941,Large
23610,0.73,Ideal,H,VS2,61.0,56.0,5.83,5.88,3.57,3164,Large
23611,0.41,Ideal,E,SI1,62.4,55.0,4.78,4.74,2.97,969,Medium
23612,1.54,Premium,H,I1,62.0,60.0,7.4,7.32,4.56,5071,Extra Large
23613,0.74,Premium,F,VS2,61.7,58.0,5.85,5.78,3.59,2805,Large
23614,2.48,Very Good,I,SI2,63.0,62.0,8.58,8.62,5.42,17448,Extra Large
23615,1.01,Good,F,SI1,63.7,57.0,6.4,6.35,4.06,4989,Large
23616,0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,421,Small
23617,1.24,Fair,H,SI2,65.0,54.0,6.76,6.73,4.38,5208,Extra Large
23618,2.61,Ideal,J,SI2,64.6,55.0,8.61,8.57,5.55,17209,Extra Large
23619,0.9,Very Good,F,SI1,63.7,58.0,6.05,6.1,3.87,3950,Large
23620,0.74,Premium,E,VS2,62.7,58.0,5.72,5.77,3.6,3285,Large
23621,0.31,Ideal,H,SI2,61.1,56.0,4.4,4.42,2.69,421,Small
23622,1.01,Premium,F,VS2,61.1,59.0,6.44,6.35,3.91,6097,Large
23623,1.01,Ideal,H,SI1,62.9,55.0,6.35,6.4,4.01,4773,Large
23624,0.3,Ideal,F,IF,61.8,58.0,4.27,4.3,2.65,886,Small
23625,2.18,Very Good,J,SI1,62.9,59.0,8.21,8.25,5.18,13812,Extra Large
23626,0.52,Ideal,D,VS2,62.2,56.0,5.16,5.13,3.2,1919,Medium
23627,0.9,Ideal,E,SI2,62.1,56.0,6.25,6.19,3.86,3804,Large
23628,0.8,Premium,F,VS2,61.6,58.0,5.98,6.03,3.7,3429,Large
23629,0.3,Very Good,G,VS1,60.3,57.0,4.33,4.35,2.62,620,Small
23630,0.7,Ideal,H,VS1,61.9,55.0,5.66,5.72,3.52,2484,Medium
23631,0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,898,Medium
23632,1.25,Premium,H,VS1,62.7,59.0,6.82,6.86,4.29,7328,Extra Large
23633,0.31,Premium,E,VS1,60.0,59.0,4.42,4.38,2.64,942,Small
23634,0.31,Premium,G,VS2,61.5,60.0,4.31,4.34,2.66,544,Small
23635,0.79,Good,F,SI1,58.1,59.0,6.06,6.13,3.54,2756,Large
23636,0.26,Very Good,H,VVS2,62.4,58.0,4.04,4.07,2.53,468,Small
23637,0.31,Very Good,F,VS2,61.4,58.4,4.37,4.4,2.69,667,Small
23638,2.01,Very Good,J,SI1,62.4,59.0,8.02,8.08,5.02,12392,Extra Large
23639,1.0,Very Good,I,VS2,64.0,54.0,6.28,6.34,4.04,4739,Large
23640,1.31,Premium,I,SI2,60.5,59.0,7.11,7.04,4.28,5744,Extra Large
23641,0.4,Premium,D,SI2,61.6,59.0,4.74,4.68,2.9,855,Small
23642,0.55,Ideal,F,VS2,61.3,54.0,5.27,5.33,3.25,1649,Medium
23643,1.23,Premium,G,SI2,58.9,62.0,7.03,6.97,4.12,4408,Extra Large
23644,0.48,Very Good,D,VVS2,59.5,57.0,5.16,5.12,3.06,2329,Medium
23645,0.51,Very Good,E,SI1,61.6,53.0,5.16,5.19,3.19,1315,Medium
23646,0.3,Ideal,E,VVS1,61.6,55.0,4.34,4.36,2.68,838,Small
23647,0.55,Premium,F,SI1,60.7,57.0,5.3,5.27,3.21,1415,Medium
23648,1.54,Premium,I,SI1,60.9,59.0,7.42,7.46,4.53,8258,Extra Large
23649,1.01,Good,E,VS2,62.6,58.0,6.33,6.36,3.97,6221,Large
23650,0.81,Ideal,G,VS2,61.75552367288378,55.0,6.0,6.06,3.71,3397,Large
23651,1.02,Very Good,F,SI1,62.2,56.0,6.39,6.43,3.99,5222,Large
23652,1.2,Premium,H,VS2,61.4,59.0,6.79,6.75,4.16,6333,Extra Large
23653,0.4,Good,E,SI1,63.8,56.0,4.74,4.7,3.01,882,Small
23654,0.31,Ideal,E,VS2,62.4,54.0,4.35,4.31,2.7,872,Small
23655,0.7,Premium,F,SI1,62.3,58.0,5.67,5.72,3.55,2196,Medium
23656,0.24,Very Good,F,VVS2,60.5,59.0,3.98,4.05,2.43,552,Small
23657,0.42,Ideal,D,VVS1,61.6,56.0,4.79,4.82,2.96,1547,Medium
23658,0.59,Ideal,E,SI2,62.5,57.0,5.32,5.37,3.34,1305,Medium
23659,0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,663,Small
23660,0.3,Ideal,G,IF,62.6,54.0,4.3,4.33,2.7,826,Small
23661,0.38,Ideal,F,VS1,61.3,56.0,4.68,4.72,2.88,1116,Small
23662,0.7,Good,E,SI2,61.0,64.0,5.63,5.69,3.45,2116,Medium
23663,0.31,Ideal,F,IF,61.4,56.0,4.4,4.43,2.71,1168,Small
23664,1.01,Fair,F,SI1,65.9,58.0,6.16,6.1,4.04,4276,Large
23665,0.31,Very Good,H,VS2,62.2,59.0,4.34,4.38,2.71,489,Small
23666,0.31,Premium,F,VS2,59.7,60.0,4.39,4.42,2.63,625,Small
23667,0.33,Very Good,I,SI1,62.8,58.0,4.39,4.43,2.77,445,Small
23668,0.36,Ideal,E,VS2,61.7,55.0,4.57,4.63,2.84,789,Small
23669,0.3,Ideal,H,IF,61.8,57.0,4.31,4.36,2.68,764,Small
23670,0.3,Premium,D,VS1,61.9,58.0,4.28,4.32,2.66,712,Small
23671,1.4,Premium,I,VS1,61.6,59.0,7.22,7.17,4.43,7722,Extra Large
23672,0.9,Very Good,E,SI2,63.1,54.0,6.2,6.17,3.9,3084,Large
23673,0.41,Very Good,F,SI1,63.2,59.0,4.72,4.68,2.97,969,Medium
23674,1.52,Premium,G,VS2,62.0,58.0,7.33,7.39,4.56,13483,Extra Large
23675,0.3,Ideal,I,SI2,62.4,54.0,4.32,4.34,2.7,367,Small
23676,0.52,Premium,G,SI2,59.2,60.0,5.29,5.21,3.11,1121,Medium
23677,0.31,Very Good,D,SI2,62.9,54.0,4.3,4.35,2.72,462,Small
23678,1.5,Premium,I,SI1,62.3,57.0,7.28,7.22,4.52,7955,Extra Large
23679,0.35,Ideal,H,VVS1,62.3,55.0,4.55,4.51,2.82,1024,Small
23680,0.57,Very Good,F,VVS2,63.2,56.0,5.28,5.32,3.35,1902,Medium
23681,0.5,Good,D,SI2,63.7,60.0,5.09,5.02,3.22,979,Medium
23682,0.31,Ideal,F,VS2,61.6,56.0,4.38,4.35,2.69,749,Small
23683,0.6,Good,F,SI1,57.1,61.0,5.68,5.57,3.21,1599,Medium
23684,1.01,Premium,G,VS2,61.9,59.0,6.38,6.34,3.94,5864,Large
23685,0.92,Fair,F,SI1,66.0,57.0,6.04,5.99,3.97,3323,Large
23686,0.36,Premium,G,VS1,62.3,59.0,4.55,4.5,2.82,932,Small
23687,0.71,Ideal,I,VS2,61.93289215686275,57.0,5.72,5.64,3.53,2270,Large
23688,0.74,Ideal,E,VS2,61.9,57.0,5.81,5.78,3.59,2901,Large
23689,1.5,Premium,F,SI1,61.4,59.0,7.34,7.31,4.5,11588,Extra Large
23690,0.31,Premium,G,VS2,61.7,58.0,4.34,4.32,2.67,698,Small
23691,0.37,Premium,F,VS2,61.18145780051151,59.0,4.63,4.66,2.78,746,Small
23692,0.42,Very Good,I,IF,61.56943620178041,58.0,4.83,4.88,2.92,938,Medium
23693,0.54,Ideal,G,SI1,60.0,57.0,5.31,5.36,3.2,1999,Medium
23694,0.43,Ideal,G,VVS1,62.0,55.0,4.82,4.85,3.0,1207,Medium
23695,1.0,Good,E,VS2,61.5,62.0,6.37,6.42,3.93,6073,Large
23696,1.21,Very Good,F,SI1,60.2,60.0,6.92,6.96,4.18,7877,Extra Large
23697,0.32,Ideal,F,SI1,61.0,55.0,4.45,4.47,2.72,648,Small
23698,0.53,Ideal,D,VS2,61.2,57.0,5.2,5.26,3.2,1857,Medium
23699,0.74,Ideal,G,VVS2,62.2,57.0,5.75,5.79,3.59,3462,Large
23700,0.32,Ideal,E,VVS2,60.8,57.0,4.42,4.46,2.7,842,Small
23701,0.7,Premium,H,VS2,60.8,59.0,5.71,5.74,3.48,2330,Medium
23702,0.38,Ideal,E,IF,61.4,55.0,4.68,4.7,2.88,1300,Small
23703,0.3,Ideal,G,VS1,61.8,55.0,4.33,4.31,2.67,776,Small
23704,0.32,Ideal,G,VS2,61.5,57.0,4.4,4.41,2.71,561,Small
23705,1.09,Ideal,G,SI2,62.1,56.0,6.66,6.59,4.12,4670,Extra Large
23706,0.52,Ideal,E,VS2,61.7,57.0,5.1,5.17,3.17,1576,Medium
23707,1.04,Premium,E,VS2,61.1,59.0,6.56,6.54,4.0,7175,Large
23708,0.7,Premium,J,VS2,61.2,60.0,5.7,5.73,3.5,1843,Medium
23709,0.5,Premium,E,SI2,61.0,62.0,5.13,5.09,3.12,1097,Medium
23710,1.52,Very Good,H,SI2,62.8,58.0,7.25,7.3,4.57,8408,Extra Large
23711,0.41,Premium,G,SI1,60.3,59.0,4.79,4.76,2.88,923,Medium
23712,0.9,Ideal,H,VVS2,62.0,57.0,6.2,6.15,3.83,4838,Large
23713,1.01,Premium,J,SI2,63.0,60.0,6.38,6.31,4.0,3421,Large
23714,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,2167,Large
23715,1.01,Premium,H,VS1,62.7,58.0,6.37,6.39,4.0,5199,Large
23716,0.8,Ideal,D,VS2,61.0,57.0,5.96,6.0,3.65,4170,Large
23717,0.31,Premium,F,IF,61.6,58.0,4.33,4.37,2.68,874,Small
23718,0.8,Very Good,E,VVS2,62.9,59.0,5.88,5.95,3.72,4304,Large
23719,1.72,Premium,H,SI2,59.8,59.0,7.77,7.74,4.64,10749,Extra Large
23720,0.52,Ideal,F,SI1,60.4,56.0,5.22,5.28,3.17,1432,Medium
23721,1.03,Ideal,D,SI2,61.8,54.0,6.52,6.46,4.01,5105,Large
23722,0.54,Premium,G,VS2,62.7,58.0,5.19,5.15,3.24,1637,Medium
23723,0.3,Very Good,F,VS2,61.4,55.0,4.32,4.37,2.67,524,Small
23724,0.36,Premium,E,VS1,61.3,58.0,4.56,4.58,2.8,852,Small
23725,0.53,Premium,F,VS2,60.6,55.0,5.26,5.23,3.18,1753,Medium
23726,0.23,Very Good,F,VS1,60.9,57.0,3.96,3.99,2.42,357,Small
23727,0.7,Good,F,VS2,62.9,58.0,5.61,5.65,3.54,2362,Medium
23728,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,449,Small
23729,0.6,Ideal,G,VS1,61.2,56.0,5.43,5.47,3.33,2147,Medium
23730,0.27,Very Good,D,VS1,59.9,58.0,4.17,4.24,2.52,470,Small
23731,0.3,Very Good,E,SI1,61.817293835068064,58.0,4.27,4.33,2.66,526,Small
23732,1.21,Ideal,H,SI1,61.1,57.0,6.91,6.83,4.2,6180,Extra Large
23733,0.34,Ideal,D,I1,61.4,55.0,4.5,4.52,2.77,413,Small
23734,1.0,Good,G,VS2,64.0,56.0,6.33,6.25,4.03,5645,Large
23735,0.9,Premium,H,VS2,60.0,59.0,6.23,6.16,3.72,3629,Large
23736,1.02,Ideal,F,VVS2,61.9,57.0,6.53,6.42,4.01,9212,Large
23737,1.51,Fair,G,SI1,65.0,59.0,6.99,7.07,4.57,8681,Extra Large
23738,1.02,Ideal,F,VS2,62.7,56.0,6.39,6.44,4.02,6479,Large
23739,0.31,Very Good,G,SI2,61.7,55.0,4.37,4.4,2.71,433,Small
23740,1.02,Very Good,E,SI2,58.7,63.0,6.61,6.55,3.86,4414,Large
23741,0.36,Good,H,VS2,63.5,54.0,4.55,4.59,2.9,568,Small
23742,0.39,Premium,E,VVS1,60.7,58.0,4.69,4.73,2.86,1300,Small
23743,0.31,Ideal,E,IF,62.2,53.0,4.35,4.4,2.72,958,Small
23744,0.28,Ideal,H,VS2,61.89447731755424,54.0,4.2,4.22,2.63,467,Small
23745,1.19,Very Good,H,SI2,63.4,58.0,6.79,6.76,4.29,4558,Extra Large
23746,0.58,Very Good,F,VS2,60.7,63.0,5.39,5.36,3.26,1914,Medium
23747,1.93,Premium,H,VS1,60.5,60.0,8.06,7.98,4.85,17096,Extra Large
23748,0.91,Ideal,J,VS1,60.7,57.0,6.26,6.23,3.79,3296,Large
23749,0.31,Ideal,G,VVS1,60.2,58.0,4.37,4.4,2.64,789,Small
23750,0.25,Ideal,H,SI1,62.8,54.0,4.05,4.07,2.55,357,Small
23751,1.01,Very Good,E,SI2,63.3,58.0,6.4,6.31,4.02,3674,Large
23752,1.03,Premium,H,SI1,62.4,58.0,6.5,6.42,4.03,4274,Large
23753,0.42,Premium,E,SI2,58.5,60.0,4.94,4.91,2.88,814,Medium
23754,0.3,Very Good,H,SI1,63.3,56.0,4.29,4.27,2.71,554,Small
23755,0.3,Premium,G,SI1,61.6,59.0,4.28,4.26,2.63,574,Small
23756,0.78,Ideal,G,SI1,61.7,56.0,5.9,5.93,3.65,3056,Large
23757,1.74,Ideal,E,SI1,62.2,56.0,7.67,7.72,4.79,15847,Extra Large
23759,1.16,Ideal,I,SI1,61.66291578202406,60.0,6.76,6.71,4.14,4742,Extra Large
23760,2.01,Good,I,SI2,63.5,60.0,7.86,7.94,5.02,12985,Extra Large
23761,0.46,Good,D,IF,58.6,59.0,5.06,5.11,2.98,2139,Medium
23762,0.8,Ideal,D,VS2,61.3,56.0,5.97,6.0,3.67,4781,Large
23763,0.5,Premium,E,SI1,62.2,58.0,5.03,4.87,3.1,1073,Medium
23764,0.3,Ideal,H,VS2,60.7,57.0,4.37,4.33,2.64,608,Small
23765,0.31,Premium,E,VVS1,61.5,58.0,4.37,4.35,2.68,988,Small
23766,1.09,Premium,I,VS2,59.0,61.0,6.78,6.75,3.98,4090,Extra Large
23767,0.7,Very Good,H,SI1,60.4,61.0,5.68,5.77,3.46,2296,Medium
23768,0.31,Ideal,G,SI1,62.1,54.0,4.34,4.36,2.7,493,Small
23769,0.35,Premium,E,VS2,59.5,58.0,4.62,4.59,2.74,984,Small
23770,0.71,Very Good,E,SI1,63.1,59.0,5.75,5.62,3.59,2441,Large
23771,0.35,Ideal,G,VVS1,61.7,56.0,4.54,4.57,2.81,887,Small
23772,1.71,Ideal,H,SI1,62.2,56.0,7.74,7.7,4.8,12641,Extra Large
23773,2.08,Ideal,I,SI2,62.0,56.0,8.21,8.1,5.06,11886,Extra Large
23774,0.72,Very Good,I,VS1,63.7,57.0,5.66,5.7,3.62,2441,Large
23775,0.31,Premium,I,SI1,61.851323155216285,59.0,4.32,4.29,2.68,523,Small
23776,0.43,Very Good,D,SI2,63.3,57.0,4.82,4.79,3.04,858,Medium
23777,0.36,Very Good,F,VS2,63.1,57.0,4.53,4.51,2.85,708,Small
23778,0.51,Premium,E,SI2,61.7,58.0,5.14,5.07,3.15,1265,Medium
23779,0.7,Fair,J,VVS1,67.6,54.0,5.56,5.41,3.71,1691,Medium
23780,0.33,Very Good,F,SI1,59.9,61.0,4.44,4.47,2.67,550,Small
23781,0.36,Good,D,VS2,63.4,54.0,4.51,4.57,2.88,739,Small
23782,0.43,Very Good,D,SI2,63.4,57.0,4.81,4.78,3.04,858,Medium
23783,0.54,Ideal,F,VS2,61.1,57.0,5.3,5.27,3.23,1820,Medium
23784,1.08,Very Good,G,VS2,63.2,60.0,6.53,6.44,4.1,6096,Extra Large
23785,0.48,Ideal,H,VS2,62.2,54.0,5.04,5.05,3.14,1026,Medium
23786,1.21,Premium,H,VS1,62.3,58.0,6.77,6.84,4.24,7094,Extra Large
23787,0.53,Ideal,E,VS2,61.5,56.0,5.23,5.18,3.2,1801,Medium
23788,0.5,Premium,E,SI1,62.4,58.0,5.06,5.01,3.14,1155,Medium
23789,0.42,Ideal,G,VVS1,61.2,57.0,4.78,4.82,2.94,1179,Medium
23790,0.73,Ideal,F,VVS1,61.9,56.0,5.75,5.79,3.57,5154,Large
23791,0.3,Premium,H,VS2,61.1,59.0,4.37,4.3,2.65,608,Small
23792,0.32,Premium,G,VS2,61.5,60.0,4.42,4.4,2.71,720,Small
23793,2.11,Very Good,J,SI2,60.8,61.0,8.21,8.36,5.04,12771,Extra Large
23794,0.32,Good,D,SI1,63.7,55.0,4.35,4.38,2.78,589,Small
23795,0.57,Ideal,G,SI1,61.7,56.0,5.33,5.37,3.3,1364,Medium
23796,0.73,Ideal,G,SI1,60.7,56.0,5.89,5.81,3.55,2659,Large
23797,0.56,Ideal,G,VVS2,62.0,54.0,5.28,5.32,3.29,1949,Medium
23798,0.32,Ideal,I,VS1,60.9,56.0,4.44,4.46,2.71,505,Small
23799,0.39,Very Good,G,VS2,63.4,57.0,4.67,4.63,2.95,1009,Small
23800,1.01,Very Good,D,VS1,63.1,58.0,6.34,6.3,3.99,7575,Large
23801,0.36,Very Good,G,VS1,61.2,60.0,4.56,4.59,2.8,726,Small
23802,1.66,Ideal,J,SI2,60.8,57.0,7.68,7.65,4.66,6377,Extra Large
23803,1.01,Good,H,SI1,63.4,58.0,6.37,6.41,4.05,4116,Large
23804,1.54,Premium,H,VS2,61.9,61.0,7.41,7.33,4.56,10758,Extra Large
23805,2.09,Very Good,I,SI2,63.0,57.0,8.09,8.13,5.11,14704,Extra Large
23806,0.82,Premium,I,IF,61.2,60.0,6.03,5.99,3.68,3224,Large
23807,0.31,Premium,E,VVS2,61.3,60.0,4.35,4.33,2.66,1046,Small
23808,0.51,Ideal,E,SI1,61.5,55.0,5.16,5.18,3.18,1438,Medium
23809,0.61,Very Good,E,IF,61.7,58.0,5.39,5.47,3.35,3337,Medium
23810,0.26,Very Good,E,VVS1,62.9,58.0,4.06,4.08,2.56,599,Small
23811,2.08,Premium,H,VS2,62.0,58.0,8.19,8.1,5.05,17258,Extra Large
23812,0.44,Premium,G,SI1,61.0,60.0,4.93,4.88,2.99,990,Medium
23813,0.31,Very Good,J,VS2,62.3,60.0,4.29,4.34,2.69,380,Small
23814,2.32,Fair,H,I1,70.5,55.0,7.93,7.9,5.58,6860,Extra Large
23815,1.11,Ideal,I,SI1,62.4,55.0,6.6,6.64,4.13,4273,Extra Large
23816,0.73,Very Good,D,SI1,62.2,57.0,5.74,5.78,3.58,2197,Large
23817,0.53,Very Good,F,VS2,62.7,57.0,5.1,5.14,3.21,1592,Medium
23818,1.05,Very Good,F,SI1,59.7,60.0,6.63,6.71,3.98,5666,Large
23819,0.46,Very Good,E,SI1,61.8,57.0,4.93,4.98,3.06,968,Medium
23820,1.12,Very Good,D,SI2,59.3,59.0,6.76,6.8,4.02,5243,Extra Large
23821,0.64,Very Good,E,VVS2,61.8,59.0,5.51,5.53,3.41,3541,Medium
23822,0.52,Very Good,D,VS2,60.0,57.0,5.22,5.25,3.14,1664,Medium
23823,0.76,Premium,E,SI2,62.4,58.0,5.83,5.86,3.65,2451,Large
23824,1.51,Very Good,I,VS1,60.7,60.0,7.43,7.49,4.53,9979,Extra Large
23825,1.5,Fair,E,SI2,69.6,62.0,6.88,6.79,4.76,7560,Extra Large
23826,1.51,Ideal,H,VS2,60.6,57.0,7.46,7.45,4.52,11540,Extra Large
23827,0.4,Very Good,H,VS1,62.7,56.0,4.71,4.73,2.96,807,Small
23828,1.16,Ideal,G,SI1,60.9,57.0,6.79,6.75,4.12,5519,Extra Large
23829,1.29,Premium,F,VS1,60.9,58.0,7.01,6.97,4.26,10530,Extra Large
23830,0.71,Premium,D,VS1,58.1,62.0,5.89,5.84,3.41,3090,Large
23831,1.08,Ideal,H,SI2,61.2,57.4,6.57,6.63,4.04,4564,Extra Large
23832,0.41,Ideal,E,VS1,61.4,55.0,4.84,4.8,2.96,1076,Medium
23833,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5656,Large
23834,1.11,Ideal,D,SI2,61.3,56.0,6.68,6.74,4.12,6129,Extra Large
23835,0.56,Ideal,F,VS2,62.6,55.0,5.29,5.25,3.3,1814,Medium
23836,0.9,Ideal,J,VS1,61.6,55.0,6.24,6.27,3.85,3587,Large
23837,0.71,Premium,H,VS2,62.8,59.0,5.68,5.63,3.55,2181,Large
23838,0.9,Good,F,SI1,64.2,56.0,6.02,6.1,3.89,4232,Large
23839,0.51,Ideal,D,VS1,61.6,57.0,5.13,5.16,3.17,1962,Medium
23840,1.01,Premium,G,SI1,59.8,58.0,6.54,6.58,3.92,4719,Large
23841,1.22,Premium,I,VS1,61.1,58.0,6.84,6.91,4.2,6012,Extra Large
23842,0.7,Premium,E,SI2,62.0,60.0,5.72,5.67,3.53,2376,Medium
23843,0.79,Good,F,SI2,64.3,60.0,5.82,5.75,3.72,1943,Large
23844,0.7,Premium,G,VS1,62.6,60.0,5.58,5.66,3.52,2512,Medium
23845,0.5,Ideal,I,VVS1,61.6,56.0,5.1,5.13,3.15,1747,Medium
23846,0.35,Very Good,H,VVS1,60.1,62.0,4.52,4.57,2.73,745,Small
23847,0.54,Ideal,G,VS1,62.2,56.0,5.19,5.23,3.24,1637,Medium
23848,0.61,Premium,F,VS2,59.6,61.0,5.58,5.5,3.3,2075,Medium
23849,0.3,Ideal,D,SI1,61.9,55.0,4.31,4.35,2.68,524,Small
23850,1.05,Ideal,H,SI1,62.5,56.0,6.43,6.52,4.05,4937,Large
23851,0.26,Very Good,F,VS2,62.5,55.0,4.05,4.08,2.54,381,Small
23852,0.45,Ideal,H,SI1,61.6,56.0,4.94,4.96,3.05,923,Medium
23853,0.56,Ideal,G,VS2,61.2,56.0,5.33,5.29,3.25,1698,Medium
23854,0.88,Ideal,F,SI1,62.3,53.0,6.12,6.15,3.82,4054,Large
23855,0.64,Ideal,D,VVS1,61.5,56.0,5.57,5.59,3.43,4281,Medium
23856,0.42,Ideal,G,VS2,60.8,57.0,4.82,4.85,2.94,847,Medium
23857,0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,676,Small
23858,0.35,Ideal,E,VVS1,61.8,56.0,4.53,4.5,2.79,967,Small
23859,1.7,Premium,I,SI2,61.7,56.0,7.66,7.57,4.7,7140,Extra Large
23860,0.31,Ideal,E,VVS2,61.4,56.0,4.36,4.4,2.69,766,Small
23861,1.0,Good,G,SI2,64.2,57.0,6.25,6.27,4.02,3906,Large
23862,1.01,Fair,G,VS2,64.4,58.0,6.25,6.18,4.0,4887,Large
23863,1.02,Very Good,I,VS2,60.53572679509632,59.0,6.57,6.62,3.91,4762,Large
23864,0.73,Premium,G,VS1,61.5,58.0,5.79,5.75,3.55,2770,Large
23865,0.54,Very Good,F,SI1,63.3,56.0,5.24,5.21,3.31,1389,Medium
23866,0.3,Ideal,E,VS2,62.2,56.0,4.28,4.3,2.67,658,Small
23867,0.8,Ideal,I,VS2,62.6,54.0,5.93,5.96,3.72,2694,Large
23868,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,878,Medium
23869,0.37,Ideal,G,SI1,61.1,56.0,4.64,4.66,2.84,531,Small
23870,1.02,Good,F,SI1,64.3,58.0,6.28,6.32,4.05,4936,Large
23871,0.7,Very Good,D,SI1,63.7,59.0,5.59,5.65,3.58,2210,Medium
23872,0.71,Good,G,VVS1,62.7,61.0,5.64,5.68,3.55,3072,Large
23873,0.36,Ideal,E,SI1,61.6,56.0,4.59,4.56,2.82,810,Small
23874,0.41,Ideal,G,VVS1,62.2,54.0,4.79,4.82,2.99,1076,Medium
23875,0.3,Premium,D,VS2,61.1,59.0,4.26,4.31,2.62,710,Small
23876,0.5,Premium,E,VS2,61.0,59.0,5.13,5.07,3.11,1583,Medium
23877,0.5,Very Good,G,SI1,62.2,60.0,5.03,5.07,3.14,1197,Medium
23878,0.3,Ideal,F,VVS1,61.8,54.0,4.33,4.37,2.69,802,Small
23879,0.41,Ideal,F,VS1,62.0,55.0,4.77,4.81,2.97,1007,Medium
23880,0.6,Premium,E,SI1,60.0,57.0,5.52,5.48,3.3,1698,Medium
23881,0.38,Premium,G,VS1,61.9,59.0,4.63,4.67,2.88,833,Small
23882,1.05,Premium,H,VS2,59.0,59.0,6.71,6.68,3.95,5468,Large
23883,0.3,Premium,D,VS2,60.6,59.0,4.28,4.36,2.62,710,Small
23884,0.38,Ideal,F,VS2,62.0,54.0,4.64,4.69,2.89,796,Small
23885,0.38,Ideal,F,SI1,61.1,57.0,4.7,4.72,2.88,660,Small
23886,1.08,Good,D,SI1,63.8,59.0,6.47,6.39,4.1,5927,Extra Large
23887,0.32,Very Good,H,SI1,61.8,56.0,4.38,4.41,2.71,482,Small
23888,1.26,Premium,J,VS2,62.0,60.0,7.0,6.86,4.3,5173,Extra Large
23889,0.81,Very Good,F,SI1,61.3,57.0,6.02,6.05,3.7,2858,Large
23890,0.51,Premium,E,SI1,62.4,59.0,5.07,5.12,3.18,1381,Medium
23891,1.09,Premium,G,SI1,61.8,59.0,6.59,6.53,4.06,4322,Extra Large
23892,1.31,Premium,H,VS2,62.5,58.0,6.97,6.94,4.35,7277,Extra Large
23893,1.5,Premium,I,VS2,62.3,60.0,7.25,7.19,4.5,9479,Extra Large
23894,1.56,Very Good,I,SI1,60.2,61.0,7.5,7.59,4.54,8470,Extra Large
23895,0.52,Ideal,F,IF,61.7,56.0,5.16,5.18,3.19,2393,Medium
23896,0.35,Very Good,D,VS2,62.8,58.0,4.47,4.51,2.82,685,Small
23897,0.91,Very Good,E,SI2,63.4,58.0,6.15,6.09,3.88,3379,Large
23898,1.2,Premium,J,SI1,58.5,61.0,6.95,6.89,4.05,4778,Extra Large
23899,1.59,Good,F,SI1,63.6,57.0,7.39,7.43,4.71,11716,Extra Large
23900,1.0,Ideal,E,VS2,62.8,57.0,6.37,6.34,3.99,6720,Large
23901,0.55,Ideal,H,SI2,62.6,56.0,5.24,5.27,3.29,1037,Medium
23902,1.32,Fair,F,VVS1,58.0,66.0,7.31,7.28,4.23,12648,Extra Large
