,carat,cut,color,clarity,depth,table,price
24949,1.51,1,5,3,67.8,59.0,3734
24950,0.36,5,2,10,60.8,57.0,852
24951,0.9,4,5,4,58.5,60.0,2681
24952,0.26,3,3,8,59.8,61.0,440
24953,0.32,5,4,10,61.5,55.0,905
24954,0.42,5,2,9,62.5,57.0,884
24955,0.31,5,5,8,61.2,56.0,716
24956,0.33,3,4,7,62.9,57.0,666
24957,1.01,3,7,9,63.9,56.0,11923
24958,2.2,4,3,4,58.2,59.0,11147
24959,1.01,3,2,3,63.1,57.0,2896
24960,0.5,5,7,4,61.3,54.0,1063
24961,0.24,3,7,8,59.5,62.0,521
24962,0.9,3,1,6,63.1,57.0,2984
24963,0.35,3,7,5,63.3,57.0,827
24964,0.7,3,6,4,63.1,54.0,2066
24965,0.3,5,5,5,62.3,55.0,475
24966,1.01,3,4,7,60.5,60.0,6239
24967,0.36,5,4,7,61.3,56.0,746
24968,1.09,3,2,4,63.8,57.0,4078
24969,0.4,5,7,8,61.3,56.0,1263
24970,1.2,3,3,9,63.3,56.0,6672
24971,0.42,5,4,8,61.3,56.0,1031
24972,1.01,3,4,6,62.9,60.0,5779
24973,1.37,4,5,4,62.8,57.0,6181
24974,0.7,5,7,7,63.1,54.0,3618
24975,0.51,2,6,4,63.3,56.0,1130
24976,1.0,4,1,6,62.0,62.0,3685
24977,0.34,5,6,7,61.2,57.0,1033
24978,0.41,5,3,5,61.5,55.0,763
24979,0.33,3,6,10,61.8,55.0,957
24980,0.42,3,3,5,61.5,54.0,670
24981,1.01,4,3,9,60.5,57.0,4955
24982,0.5,5,6,5,61.2,56.0,1555
24983,0.43,3,6,5,62.4,56.0,792
24984,2.09,4,3,4,60.9,58.0,13119
24985,1.01,2,7,5,61.8,60.0,5443
24986,1.01,3,7,5,61.8,58.0,5812
24987,0.9,5,5,6,62.3,56.0,6830
24988,1.27,5,5,6,61.0,59.0,9547
24989,1.52,5,7,5,60.6,58.0,14426
24990,0.72,5,4,6,61.7,55.0,3344
24991,0.53,2,6,6,63.7,55.0,1607
24992,0.7,2,7,6,63.9,58.0,3087
24993,1.5,4,5,7,62.2,60.0,15851
24994,0.31,4,3,10,60.5,58.0,1046
24995,0.52,5,3,9,61.7,56.0,1625
24996,0.37,3,4,7,58.3,62.0,696
24997,2.01,1,1,7,66.6,54.0,14402
24998,0.4,5,5,8,60.4,56.0,994
24999,1.1,5,4,6,62.0,56.0,6534
25000,0.31,3,6,5,63.3,55.0,698
25001,1.05,5,2,6,60.3,57.0,5697
25002,0.32,5,3,6,61.5,55.0,523
25003,0.44,5,3,10,61.4,55.0,1177
25004,0.32,5,4,7,61.2,57.0,645
25005,2.01,4,1,6,60.4,59.0,13744
25006,0.54,4,4,5,61.1,57.0,1241
25007,1.02,3,4,6,63.4,59.0,6169
25008,1.01,4,6,5,59.6,59.0,4853
25009,0.56,5,1,6,61.7,54.0,1094
25010,0.4,3,1,10,62.2,61.0,828
25011,0.7,1,5,5,65.9,59.0,2167
25012,0.56,5,3,9,61.7,55.0,1941
25013,0.93,2,7,5,63.8,59.0,3812
25014,1.61,5,3,5,62.3,56.0,9341
25015,0.41,5,3,5,62.4,56.0,876
25016,1.02,4,4,5,61.9,58.0,4381
25017,1.22,3,3,5,62.4,57.0,6323
25018,0.75,4,4,5,59.1,59.0,2622
25019,1.61,3,6,5,62.3,57.0,13047
25020,0.26,3,5,7,61.7,58.0,453
25021,1.83,3,6,4,62.8,56.0,13134
25022,1.53,3,3,5,63.4,55.0,10473
25023,0.32,5,3,6,60.8,56.0,523
25024,0.7,1,4,3,65.3,59.0,1138
25025,0.3,5,1,8,62.0,54.0,413
25026,0.88,2,2,5,60.2,64.0,2558
25027,0.4,5,6,6,62.4,56.0,912
25028,1.0,3,4,8,63.0,54.0,8138
25029,0.46,1,6,6,66.8,61.0,1070
25030,0.29,5,4,5,61.80519174041298,54.0,420
25031,0.23,3,7,8,61.3,58.0,530
25032,0.57,4,2,4,62.1,57.0,1097
25033,0.3,5,6,3,60.3,57.0,495
25034,0.38,3,6,6,61.2,56.0,740
25035,0.31,5,6,6,62.5,54.0,720
25036,0.32,3,3,5,63.1,55.0,576
25037,0.32,5,2,5,60.9,55.0,404
25038,1.03,1,6,4,65.3,59.0,3876
25039,0.33,5,2,7,61.80967978489368,55.0,573
25040,0.35,5,6,9,62.0,56.0,1116
25041,0.32,5,5,10,62.2,55.0,1080
25042,0.41,5,6,8,61.4,57.0,1187
25043,0.46,2,2,9,63.5,57.0,1089
25044,0.7,3,6,8,61.5,58.0,3429
25045,0.77,4,3,5,60.7,58.0,2369
25046,0.63,5,7,10,61.2,53.0,3832
25047,0.85,4,5,8,61.2,60.0,4530
25048,1.5,5,3,4,62.4,58.0,8471
25049,0.28,5,2,7,62.0,56.0,503
25050,0.7,5,6,4,61.0,56.0,2376
25051,0.5,1,6,5,66.4,58.0,1196
25052,1.03,5,5,8,62.4,55.6,9290
25053,0.31,5,4,9,62.3,56.0,772
25054,0.32,5,7,7,61.8,56.0,736
25055,1.0,3,6,5,59.6,60.0,5351
25056,1.02,5,7,5,62.1,53.0,4798
25057,0.91,4,7,4,61.2,58.0,3958
25058,1.23,4,3,5,62.1,58.0,5183
25059,1.06,4,3,5,61.0,60.0,5461
25060,0.5,5,6,6,60.8,57.0,1768
25061,0.31,5,6,10,61.3,58.0,1002
25062,1.13,4,4,9,59.3,59.0,8868
25063,0.3,4,4,4,62.5,59.0,394
25064,0.91,4,3,4,62.7,58.0,3423
25065,0.7,5,3,9,60.3,56.0,3524
25066,0.37,3,6,7,63.5,59.0,784
25067,0.31,5,7,6,61.8,55.0,942
25068,1.5,2,4,7,63.8,58.0,13720
25069,0.94,3,6,4,62.0,58.0,3886
25070,0.4,4,5,8,62.2,59.0,1163
25071,0.33,5,5,9,61.8,57.0,955
25072,0.72,3,4,5,63.1,57.0,2385
25073,0.29,1,7,6,64.7,62.0,592
25074,1.13,5,5,4,61.8,56.0,4984
25075,1.52,4,2,8,61.6,58.0,11021
25076,2.02,3,2,6,58.8,57.0,14620
25077,0.95,3,2,5,63.5,58.0,3378
25078,0.61,5,2,8,62.0,54.0,1867
25079,0.34,4,5,6,61.2,59.0,880
25080,0.55,5,4,9,60.0,56.0,2077
25081,2.01,4,1,5,62.3,59.0,12048
25082,1.21,4,2,6,61.6,61.0,4669
25083,1.2,4,1,5,60.6,59.0,4838
25084,1.22,4,2,7,62.6,57.4,6763
25085,1.5,3,2,5,63.1,54.0,8408
25086,0.3,3,4,8,61.6,56.0,552
25087,1.1,5,2,7,60.8,58.0,5291
25088,0.42,5,7,8,62.5,57.0,1326
25089,0.5,4,6,6,62.8,60.0,1676
25090,0.28,3,6,7,60.9,59.0,487
25091,0.51,4,3,7,62.5,58.0,1443
25092,1.51,1,4,3,65.6,54.0,4167
25093,2.01,4,6,4,61.2,58.0,14948
25094,0.39,2,4,8,63.4,57.0,894
25095,1.5,4,4,4,62.0,62.0,8190
25096,0.35,4,2,7,61.8,58.0,552
25097,1.39,3,6,7,60.9,61.0,12614
25098,0.34,5,4,5,61.5,55.0,540
25099,0.27,3,7,8,62.2,59.0,622
25100,1.0,1,5,7,65.3,59.0,6397
25101,0.72,4,6,9,62.9,59.0,3566
25102,2.05,5,4,5,61.9,57.0,18787
25103,1.01,4,7,4,58.0,60.0,3604
25104,0.7,5,5,5,62.0,55.0,2415
25105,0.74,5,7,6,61.4,58.0,3668
25106,1.02,5,3,5,60.9,57.0,5522
25107,0.77,2,7,4,63.8,58.0,2665
25108,0.51,3,6,4,61.6,57.0,1195
25109,0.76,2,7,6,63.5,55.0,3443
25110,0.71,5,6,5,61.5,57.0,2654
25111,0.9,5,4,6,62.4,54.0,4309
25112,0.9,2,6,4,61.9,62.0,3422
25113,0.24,3,7,7,62.2,58.0,419
25114,0.59,3,6,6,60.6,60.0,2094
25115,0.25,5,4,7,62.5,55.0,454
25116,1.7,4,2,7,61.5,58.0,8840
25117,0.33,4,4,7,61.6,60.0,854
25118,0.31,4,7,4,61.8,60.0,593
25119,0.77,3,6,4,59.9,61.0,2753
25120,1.06,4,2,5,61.9,59.0,4372
25121,0.53,3,4,7,63.2,55.0,1727
25122,0.52,4,4,6,61.0,60.0,1577
25123,0.32,4,4,6,61.5,60.0,561
25124,1.25,3,4,7,60.7,56.0,9116
25125,1.03,5,5,6,62.0,57.0,6902
25126,0.7,2,7,4,63.7,58.0,2367
25127,1.19,1,2,5,64.9,58.0,5198
25128,1.51,4,3,6,60.6,58.0,10411
25129,0.51,5,4,4,61.5,55.0,1129
25130,0.25,4,6,6,59.7,61.0,525
25131,0.7,4,4,7,62.6,58.0,2648
25132,0.62,4,4,5,59.3,58.0,1253
25133,0.28,5,3,7,62.0,55.0,497
25134,1.7,4,6,5,58.2,62.0,10860
25135,0.7,1,2,7,60.2,66.0,2234
25136,0.83,5,1,6,62.3,55.0,2742
25137,1.07,3,4,4,58.5,61.0,4201
25138,1.07,4,5,4,61.8,58.0,4446
25139,0.3,5,2,6,62.4,55.0,407
25140,0.51,3,4,6,63.4,55.0,1443
25141,0.74,3,2,8,61.0,59.0,2550
25142,1.13,3,1,5,63.5,59.0,4385
25143,0.73,3,4,5,60.6,59.0,2585
25144,0.34,5,7,7,60.7,57.0,961
25145,0.74,5,2,6,61.5,57.0,2459
25146,0.53,5,5,7,61.7,56.0,1630
25147,0.66,5,3,6,61.4,56.0,2178
25148,0.26,4,6,7,60.1,60.0,580
25149,1.87,5,3,7,59.7,60.0,17761
25150,0.3,5,4,10,61.7,55.0,956
25151,0.74,3,5,5,61.5,58.0,2583
25152,1.01,2,5,8,63.6,60.0,7059
25153,0.9,3,2,6,61.6,57.0,3581
25154,0.44,4,6,7,60.7,58.0,1238
25155,0.32,5,4,5,63.0,56.0,612
25156,0.35,5,6,6,62.0,57.0,984
25157,1.02,3,3,6,60.2,62.0,5335
25158,1.07,4,3,6,58.9,58.0,4830
25159,0.24,3,1,8,62.8,57.0,336
25160,0.4,3,4,4,63.2,56.0,765
25161,0.31,2,4,9,58.0,62.0,761
25162,0.9,5,2,5,60.8,57.0,3251
25163,0.59,5,5,4,61.7,54.0,1195
25164,0.5,2,7,4,61.9,63.0,1175
25165,0.7,2,6,6,61.5,61.0,2473
25166,1.05,3,2,6,62.4,59.0,4975
25167,0.71,4,2,4,62.1,58.0,1696
25168,0.31,3,4,7,62.2,56.0,625
25169,0.9,5,5,3,61.8,57.0,2634
25170,0.5,3,5,8,60.8,59.0,1915
25171,1.2,5,2,8,61.5,56.0,7877
25172,1.07,5,5,4,61.6,57.0,5405
25173,1.1,5,6,4,61.6,56.0,5082
25174,0.4,4,7,5,60.9,60.0,689
25175,1.02,2,3,5,57.1,61.0,4167
25176,0.41,4,2,9,59.8,61.0,1107
25177,0.59,5,7,4,59.1,57.0,1425
25178,0.31,5,6,7,61.2,55.0,722
25179,1.08,5,6,5,62.6,57.0,5189
25180,1.2,1,2,3,65.1,55.0,2376
25181,2.03,3,2,4,62.8,60.0,13063
25182,0.56,3,5,6,60.0,57.0,1627
25183,1.2,4,3,7,61.7,59.0,4838
25184,0.41,5,7,5,60.5,57.0,744
25185,0.46,5,4,5,62.0,53.0,930
25186,1.27,5,3,6,62.9,54.0,7937
25187,0.41,5,4,10,62.1,57.0,1276
25188,0.5,3,7,5,62.8,53.0,1436
25189,1.3,4,3,4,60.1,57.0,6406
25190,0.35,3,7,4,63.3,55.0,669
25191,0.65,4,6,5,58.5,58.0,1708
25192,0.3,5,6,10,62.6,53.0,943
25193,0.4,3,4,5,60.0,63.0,702
25194,0.96,1,5,4,68.2,61.0,2867
25195,0.82,5,5,6,61.9,57.0,3514
25196,0.27,5,4,6,61.6,54.0,490
25197,0.5,5,3,5,62.2,53.0,1154
25198,1.04,5,5,4,62.1,57.0,4668
25199,0.7,5,6,7,62.3,54.0,2930
25200,0.82,5,2,7,62.3,57.0,2522
25201,0.32,5,7,6,62.2,56.0,972
25202,1.07,4,3,7,62.5,56.0,5764
25203,0.32,5,4,8,62.6,57.0,730
25204,0.38,4,7,6,58.7,61.0,1117
25205,0.55,5,6,6,59.8,57.0,1596
25206,2.08,4,3,5,62.6,59.0,17778
25207,0.31,4,4,7,61.8,59.0,625
25208,0.33,3,5,7,59.1,60.0,772
25209,0.41,5,5,10,61.4,58.0,1439
25210,0.27,5,4,9,62.5,56.0,627
25211,0.38,3,7,4,62.1,55.0,633
25212,0.29,3,4,8,61.9,56.0,541
25213,1.05,4,4,6,62.5,55.0,5927
25214,0.46,5,7,6,61.8,56.0,1291
25215,1.5,4,6,7,59.5,61.0,17143
25216,0.35,5,4,7,61.3,54.0,741
25217,2.14,5,2,5,62.1,58.0,17213
25218,1.01,4,7,5,59.1,61.0,4909
25219,1.23,2,7,3,63.7,58.0,3977
25220,0.38,5,3,7,61.76089552238807,55.4,714
25221,1.78,5,3,5,62.1,57.0,12843
25222,0.41,3,5,5,62.8,57.0,755
25223,1.01,3,6,5,63.1,57.0,5973
25224,0.7,3,3,6,61.4,54.0,2138
25225,0.71,4,5,9,58.1,58.0,3347
25226,0.7,3,6,4,60.1,56.0,2290
25227,0.3,4,4,8,60.6,58.0,878
25228,0.7,3,6,5,63.5,59.0,2838
25229,0.7,4,6,4,62.9,59.0,2273
25230,0.42,4,6,6,61.0,59.0,1024
25231,0.72,5,6,4,61.4,55.0,2526
25232,2.02,3,5,5,62.7,59.0,17530
25233,1.0,4,3,6,63.0,59.0,4791
25234,1.04,3,7,6,63.1,54.0,7679
25235,0.71,5,6,6,60.9,56.0,3053
25236,0.3,5,3,8,62.1,56.0,605
25237,0.39,5,1,5,61.0,56.0,568
25238,1.27,5,2,7,62.19464480874317,57.0,6396
25239,0.34,4,5,7,61.5,55.0,1020
25240,0.43,4,7,5,62.4,60.0,1022
25241,1.0,1,6,8,65.4,56.0,7918
25242,1.31,4,3,6,59.6,58.0,6095
25243,0.63,5,4,5,61.7,54.0,1628
25244,0.35,5,6,9,62.2,56.0,1116
25245,1.07,5,6,8,61.4,56.0,10043
25246,0.51,3,4,8,63.3,58.0,1895
25247,1.71,3,2,4,62.29923469387756,58.0,8896
25248,1.5,4,3,5,61.6,58.0,8669
25249,0.35,4,3,5,62.4,58.0,647
25250,0.53,5,6,5,61.9,55.0,1435
25251,1.23,5,2,7,61.53734224201931,57.0,7881
25252,0.54,4,7,5,60.0,58.0,1667
25253,0.36,4,2,7,62.0,59.0,729
25254,0.35,5,6,6,61.9,54.0,923
25255,1.09,5,5,4,61.2,57.0,4981
25256,0.8,5,5,5,62.8,54.0,2975
25257,0.9,2,4,4,63.7,62.0,3067
25258,2.14,3,2,6,62.8,59.0,15931
25259,0.6,3,1,4,62.9,60.0,1022
25260,0.51,4,5,7,60.0,58.0,1749
25261,2.06,5,2,5,62.0,56.0,16960
25262,1.5,1,3,3,65.5,58.0,5645
25263,1.07,4,7,5,61.05231213872832,55.0,6112
25264,0.7,3,6,6,58.8,56.0,2473
25265,0.55,5,6,4,62.0,56.0,1221
25266,0.27,5,6,8,62.0,55.0,799
25267,0.41,5,6,4,59.8,55.0,876
25268,1.01,2,5,5,57.8,58.0,4989
25269,0.74,5,3,5,62.1,56.0,2870
25270,0.7,3,6,6,61.7,60.0,2513
25271,0.51,3,7,6,63.5,56.0,1793
25272,1.09,5,7,5,61.3,55.9,6532
25273,1.25,5,3,4,62.2,55.4,5932
25274,0.32,2,7,5,63.5,55.0,589
25275,0.9,2,5,4,61.9,59.0,4013
25276,0.41,2,4,3,63.8,56.0,467
25277,1.02,3,3,7,62.8,59.0,5598
25278,0.5,5,6,5,61.6,57.0,1415
25279,0.44,5,4,7,61.9,54.0,915
25280,0.57,5,6,6,61.8,55.0,1949
25281,0.55,5,4,8,62.3,53.0,1799
25282,0.31,5,5,9,61.1,56.0,975
25283,2.01,5,5,4,62.2,56.0,17078
25284,0.72,2,3,4,64.1,58.0,1674
25285,1.06,5,2,7,61.2,57.0,5651
25286,2.04,4,4,3,62.4,58.0,9727
25287,0.66,5,7,5,62.7,55.0,2079
25288,1.1,4,3,4,60.9,57.0,4558
25289,0.71,5,7,6,61.0,56.0,3838
25290,0.31,4,7,4,60.1,58.0,593
25291,0.71,3,5,5,61.9,56.0,2333
25292,1.7,2,4,5,58.2,64.0,11180
25293,0.25,5,4,8,62.1,56.0,525
25294,0.3,3,4,7,61.7,60.0,605
25295,0.3,4,7,7,60.7,58.0,848
25296,0.79,5,6,6,61.8,56.0,3605
25297,1.27,4,4,6,61.0,60.0,8549
25298,0.9,5,7,5,61.2,55.0,5226
25299,0.7,4,5,5,60.2,58.0,2319
25300,1.1,5,5,8,61.2,56.0,9343
25301,0.32,5,7,9,61.7,55.0,1140
25302,0.5,5,6,5,60.6,59.0,1337
25303,0.31,4,7,6,61.8,57.0,942
25304,0.9,3,3,4,62.9,57.0,3160
25305,0.54,5,2,9,62.7,57.0,1681
25306,0.82,5,6,5,61.8,58.0,3622
25307,1.02,3,7,6,62.9,60.0,7257
25308,0.3,4,2,9,62.6,60.0,709
25309,0.35,5,6,6,62.4,57.0,767
25310,0.41,4,6,5,61.0,59.0,755
25311,0.3,4,4,7,61.4,60.0,776
25312,0.42,4,2,4,61.5,59.0,709
25313,0.57,5,6,6,61.8,55.0,1851
25314,0.5,4,7,4,62.9,58.0,997
25315,1.03,5,7,6,62.0,54.8,7697
25316,0.91,3,5,5,63.3,60.0,3195
25317,0.75,1,5,6,65.4,58.0,2648
25318,0.32,5,2,5,60.5,58.0,450
25319,0.93,5,4,10,62.2,58.0,5879
25320,0.5,5,6,6,60.0,57.0,1624
25321,0.33,4,7,6,61.1,56.0,1069
25322,0.31,5,5,10,62.0,54.0,914
25323,0.42,5,7,7,61.8,57.0,1388
25324,0.56,3,4,7,60.5,59.0,1819
25325,1.41,4,3,6,61.2,60.0,8654
25326,0.33,5,6,6,60.3,57.0,928
25327,1.0,4,2,6,62.7,62.0,3918
25328,2.4,5,1,5,62.0,57.0,12468
25329,0.5,5,3,10,62.4,54.0,1844
25330,0.7,3,5,6,61.4,57.0,2400
25331,0.38,4,7,7,61.2,58.0,1140
25332,0.62,5,3,6,62.8,57.0,1652
25333,1.0,4,4,4,61.8,58.0,3808
25334,1.34,5,4,7,62.7,57.0,9890
25335,0.51,5,7,6,61.2,55.0,1787
25336,0.3,4,7,4,61.2,57.0,574
25337,0.7,5,4,6,61.6,56.0,3451
25338,0.7,1,5,5,66.0,56.0,2121
25339,0.33,3,6,4,60.0,59.0,463
25340,0.9,5,2,5,61.6,55.0,3908
25341,0.53,5,7,6,61.2,56.0,1857
25342,0.55,5,3,5,62.4,57.0,1270
25343,0.71,5,5,7,61.1,56.0,3404
25344,0.82,3,4,4,63.4,55.0,2232
25345,0.27,3,5,8,61.3,57.0,682
25346,0.7,5,4,5,60.9,56.0,2965
25347,0.4,3,7,5,61.96537369914853,61.0,924
25348,0.41,4,4,8,61.6,58.0,1076
25349,2.5,5,1,4,64.0,55.0,14502
25350,0.32,5,3,9,61.3,57.0,821
25351,0.3,3,3,5,61.72869043652116,62.0,421
25352,0.32,5,2,8,62.2,54.5,567
25353,1.0,3,4,4,58.2,63.0,3427
25354,0.7,5,4,8,59.9,58.0,3234
25355,1.0,4,4,8,59.5,61.0,7589
25356,0.41,5,4,7,62.4,57.0,961
25357,1.71,5,1,7,61.6,57.0,10821
25358,0.83,4,6,5,60.7,58.0,3482
25359,0.41,5,7,5,61.0,57.0,1015
25360,0.33,4,4,9,60.9,60.0,868
25361,0.39,4,5,7,62.0,56.0,1010
25362,1.01,4,4,6,58.5,61.0,6108
25363,1.52,5,1,8,62.6,58.0,9541
25364,0.8,4,6,5,62.9,60.0,3091
25365,0.41,5,3,5,61.2,57.0,683
25366,1.06,4,4,7,62.2,55.0,6853
25367,0.75,5,6,6,60.2,57.0,3136
25368,0.32,4,6,10,60.0,61.0,967
25369,1.64,4,6,4,61.9,61.0,8835
25370,0.38,4,3,5,59.7,60.0,812
25371,0.95,3,7,5,63.7,55.0,5101
25372,0.53,5,7,4,61.9,55.0,1314
25373,1.22,3,6,6,59.5,60.0,9495
25374,1.02,4,5,4,61.1,62.0,4057
25375,0.31,4,4,7,62.4,58.0,625
25376,0.32,3,7,5,62.7,57.0,589
25377,0.7,1,2,6,64.7,60.0,2117
25378,0.33,4,2,7,61.6,60.0,521
25379,0.9,5,5,5,62.3,56.0,4103
25380,0.71,1,6,6,64.6,59.0,2902
25381,1.05,5,6,4,60.3,61.0,4714
25382,1.51,1,7,4,66.2,54.0,6596
25383,2.28,5,2,4,62.9,57.0,16187
25384,0.35,3,4,10,62.1,54.0,892
25385,0.31,5,6,7,61.9,54.4,685
25386,0.3,3,5,6,63.0,55.0,524
25387,2.05,4,7,4,60.0,58.0,12891
25388,0.64,3,5,5,60.7,59.0,1688
25389,0.42,3,2,7,60.4,60.0,791
25390,0.51,5,6,4,62.7,53.0,1177
25391,0.5,5,7,5,62.0,54.0,1404
25392,0.52,5,7,6,61.6,55.0,1822
25393,0.37,5,7,8,62.4,56.0,857
25394,1.0,4,5,4,59.8,58.0,3640
25395,0.4,4,4,8,62.7,59.0,1050
25396,0.3,3,7,4,61.0,61.0,447
25397,0.43,4,4,9,61.3,57.0,1264
25398,0.4,5,6,5,61.1,56.0,945
25399,0.3,3,4,7,62.5,59.0,629
25400,0.35,5,3,10,61.7,56.0,984
25401,1.7,4,4,4,58.9,62.0,10091
25402,0.4,4,7,8,60.7,60.0,1263
25403,0.7,5,4,7,61.5,56.0,3065
25404,1.13,5,1,4,61.9,56.0,4371
25405,0.41,5,6,7,61.75946169772257,56.0,1076
25406,0.35,3,5,4,61.2,55.0,494
25407,2.04,3,2,5,62.9,54.0,17323
25408,0.51,5,2,6,61.44607896160087,58.0,1268
25409,0.91,4,3,5,60.9,58.0,3414
25410,0.9,3,6,6,61.3,58.0,5887
25411,1.31,4,2,5,62.0,58.0,5282
25412,0.75,5,5,5,61.5,55.0,3336
25413,0.43,2,1,4,63.7,57.0,629
25414,1.0,4,1,6,60.3,58.0,3790
25415,2.4,4,1,5,59.7,58.0,16304
25416,2.04,2,1,6,59.6,56.0,13550
25417,0.57,5,5,6,61.7,57.0,1754
25418,1.2,3,5,7,62.9,57.0,9586
25419,0.9,4,3,8,62.0,58.0,4432
25420,0.57,5,7,5,61.0,57.0,1847
25421,1.0,4,5,7,61.3,59.0,6692
25422,1.05,4,6,8,59.6,60.0,9858
25423,0.72,5,5,6,62.2,56.0,2956
25424,2.0,2,6,4,64.7,57.0,15393
25425,0.72,5,5,6,61.3,56.0,3151
25426,1.01,4,3,5,58.8,62.0,4191
25427,1.23,3,3,5,60.3,58.0,6997
25428,0.39,3,4,6,59.8,61.0,734
25429,0.43,4,7,5,60.1,58.0,1064
25430,0.4,4,6,7,60.3,58.0,1053
25431,0.24,3,6,6,61.5,58.0,419
25432,0.54,5,3,9,61.9,54.0,1774
25433,1.0,3,6,4,60.6,61.0,4312
25434,2.01,4,2,7,61.5,62.0,15475
25435,1.61,5,4,5,61.2,55.0,11192
25436,1.01,1,3,7,66.1,55.0,4044
25437,0.56,5,6,6,61.4045953002611,57.0,1819
25438,0.32,5,1,10,62.2,56.0,684
25439,0.32,5,6,7,59.5,57.0,657
25440,1.01,2,7,4,63.9,57.0,4588
25441,1.23,5,5,7,62.5,54.0,9660
25442,0.31,4,7,6,61.2,59.0,734
25443,1.52,4,6,7,59.9,60.0,16779
25444,0.37,5,6,5,62.7,54.0,833
25445,0.72,5,5,6,61.8,59.0,2931
25446,0.5,5,4,8,62.8,57.0,1858
25447,0.54,5,2,7,63.1,55.0,1453
25448,1.14,4,5,5,61.1,58.0,6448
25449,0.55,3,6,6,62.1,60.0,1744
25450,1.54,4,1,6,59.3,59.0,6202
25451,0.9,3,3,7,62.5,56.0,4021
25452,1.31,4,5,5,62.6,58.0,7625
25453,0.72,3,7,7,59.4,56.0,3619
25454,0.36,4,5,7,61.8,58.0,1080
25455,1.33,4,6,7,60.5,58.0,12342
25456,0.33,4,4,7,61.3,58.0,666
25457,1.02,5,3,3,62.1,56.0,3987
25458,0.2,4,6,6,59.0,60.0,367
25459,0.76,2,2,5,64.1,59.0,1914
25460,0.71,5,7,6,61.2,55.0,4029
25461,2.16,5,4,4,62.5,54.2,18001
25462,1.73,4,3,5,61.8,57.0,12931
25463,0.31,3,4,8,62.9,58.0,707
25464,0.71,4,7,6,62.49100436681223,58.0,2659
25465,0.34,4,6,4,61.7,58.0,477
25466,0.37,5,4,10,60.5,56.0,926
25467,1.03,5,5,5,62.1,56.0,6183
25468,0.9,3,1,4,63.3,59.0,2973
25469,0.3,3,6,6,62.8,56.0,658
25470,0.41,3,4,5,62.8,58.0,671
25471,0.3,4,3,9,62.5,59.0,878
25472,1.01,3,3,5,62.7,59.0,4242
25473,1.24,5,7,5,60.4,57.0,8457
25474,1.59,3,4,5,59.5,61.0,10963
25475,0.41,5,7,5,61.60645472061657,57.0,1015
25476,0.9,4,3,6,63.0,61.0,3810
25477,0.3,5,5,9,61.9,57.0,776
25478,0.37,4,6,6,61.1,57.0,1041
25479,0.34,2,5,4,63.5,56.0,447
25480,0.65,4,6,4,62.6,59.0,1827
25481,1.1,5,2,7,61.7,57.0,5544
25482,0.52,4,6,6,62.3,57.0,1815
25483,0.9,3,3,8,59.7,62.0,4842
25484,1.63,3,2,5,62.0,54.0,9090
25485,0.71,4,7,6,62.1,60.0,2950
25486,0.51,5,4,9,62.6,57.0,2111
25487,0.38,5,2,5,61.7,56.0,610
25488,0.91,3,4,8,63.4,58.0,4849
25489,1.06,4,6,4,60.0,59.0,3989
25490,0.5,3,5,8,61.8,56.0,2052
25491,1.4,4,5,6,60.7,58.0,11368
25492,1.01,4,7,8,62.4,58.0,10927
25493,0.42,5,5,5,60.9,55.0,773
25494,0.41,3,7,5,62.9,58.0,791
25495,0.42,5,7,8,61.7,53.0,1223
25496,1.52,1,3,4,64.9,58.0,7388
25497,0.9,2,3,5,61.4,60.0,3730
25498,0.32,4,3,7,62.4,58.0,720
25499,0.34,5,4,9,61.8,56.0,913
25500,0.59,2,5,7,61.35076419213974,61.0,1861
25501,0.45,2,5,6,56.8,62.0,1066
25502,0.52,3,3,5,62.6,59.0,1161
25503,0.72,5,4,7,61.3,56.0,3102
25504,1.21,5,4,9,61.4,58.0,10483
25505,0.3,4,6,6,62.5,59.0,658
25506,0.66,5,6,4,62.4,56.0,1584
25507,0.5,3,5,8,61.0,61.0,2013
25508,0.4,3,6,6,62.2,58.0,912
25509,0.47,3,5,4,63.3,59.0,1058
25510,0.3,4,7,5,63.0,58.0,709
25511,0.51,5,3,4,62.5,55.0,983
25512,1.0,3,6,4,59.6,62.0,4685
25513,0.42,4,4,7,60.5,59.0,984
25514,2.09,4,3,5,61.1,56.0,18559
25515,1.28,5,4,8,61.2,54.0,10839
25516,0.41,2,6,4,63.5,55.0,638
25517,1.01,4,5,6,62.2,60.0,6533
25518,0.41,5,5,8,61.71297614064461,56.0,1192
25519,1.07,3,4,6,62.3,57.0,6274
25520,0.3,3,5,5,63.5,57.0,641
25521,0.3,4,7,4,60.9,58.0,574
25522,0.3,5,6,7,60.0,56.0,663
25523,0.42,5,7,7,61.8,56.0,1132
25524,0.32,3,2,5,62.9,58.0,432
25525,0.42,4,3,7,61.2,60.0,847
25526,0.5,2,6,6,63.3,64.0,1348
25527,0.8,5,5,5,61.0,56.0,3137
25528,0.48,5,4,8,62.0,57.0,1574
25529,1.53,5,3,5,59.8,59.0,10063
25530,2.63,5,1,4,62.1,57.0,16914
25531,0.4,2,2,9,63.9,56.0,842
25532,0.7,3,6,5,62.3,58.0,2476
25533,1.0,2,3,4,63.9,55.0,3584
25534,1.05,4,4,4,60.1,60.0,3898
